,Poster,Time,T2,Title,Author,ID,Date,Session
401,110,14:00,2:00,Single Image Reflection Removal Through Cascaded Refinement,"Chao Li, Yixiao Yang, Kun He, Stephen Lin, John E. Hopcroft",6548,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
402,111,14:00,2:00,From Patches to Pictures (PaQ-2-PiQ): Mapping the Perceptual Space of Picture Quality,"Zhenqiang Ying, Haoran Niu, Praful Gupta, Dhruv Mahajan, Deepti Ghadiyaram, Alan Bovik",6584,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
403,112,14:00,2:00,Video to Events: Recycling Video Datasets for Event Cameras,"Daniel Gehrig, Mathias Gehrig, Javier Hidalgo-Carrió, Davide Scaramuzza",6997,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
404,113,14:00,2:00,Composed Query Image Retrieval Using Locally Bounded Features,"Mehrdad Hosseinzadeh, Yang Wang",7107,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
405,114,14:00,2:00,Spatially-Attentive Patch-Hierarchical Network for Adaptive Motion Deblurring,"Maitreya Suin, Kuldeep Purohit, A. N. Rajagopalan",7376,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
406,115,14:00,2:00,End-to-End Illuminant Estimation Based on Deep Metric Learning,"Bolei Xu, Jingxin Liu, Xianxu Hou, Bozhi Liu, Guoping Qiu",7485,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
407,116,14:00,2:00,Variational-EM-Based Deep Learning for Noise-Blind Image Deblurring,"Yuesong Nan, Yuhui Quan, Hui Ji",7635,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
408,117,14:00,2:00,Image Demoireing with Learnable Bandpass Filters,"Bolun Zheng, Shanxin Yuan, Gregory Slabaugh, Aleš Leonardis",7673,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
409,118,14:00,2:00,Assessing Image Quality Issues for Real-World Problems,"Tai-Yin Chiu, Yinan Zhao, Danna Gurari",7812,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
410,119,14:00,2:00,Memory-Efficient Hierarchical Neural Architecture Search for Image Denoising,"Haokui Zhang, Ying Li, Hao Chen, Chunhua Shen",8582,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
411,120,14:00,2:00,Blindly Assess Image Quality in the Wild Guided by a Self-Adaptive Hyper Network,"Shaolin Su, Qingsen Yan, Yu Zhu, Cheng Zhang, Xin Ge, Jinqiu Sun, Yanning Zhang",8621,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
412,121,14:00,2:00,Perceptual Quality Assessment of Smartphone Photography,"Yuming Fang, Hanwei Zhu, Yan Zeng, Kede Ma, Zhou Wang",8843,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
413,122,14:00,2:00,Don’t Hit Me! Glass Detection in Real-World Scenes,"Haiyang Mei, Xin Yang, Yang Wang, Yuanyuan Liu, Shengfeng He, Qiang Zhang, Xiaopeng Wei, Rynson W.H. Lau",9250,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
414,123,14:00,2:00,Progressive Mirror Detection,"Jiaying Lin, Guodong Wang, Rynson W.H. Lau",9689,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision
419,1,16:00,4:00,Category-Level Articulated Object Pose Estimation,"Xiaolong Li, He Wang, Li Yi, Leonidas J. Guibas, A. Lynn Abbott, Shuran Song",1891,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
420,2,16:05,4:05,Unbiased Scene Graph Generation From Biased Training,"Kaihua Tang, Yulei Niu, Jianqiang Huang, Jiaxin Shi, Hanwang Zhang",6770,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
421,3,16:10,4:10,Dynamic Graph Message Passing Networks,"Li Zhang, Dan Xu, Anurag Arnab, Philip H.S. Torr",5,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
422,4,16:15,4:15,Weakly Supervised Visual Semantic Parsing,"Alireza Zareian, Svebor Karaman, Shih-Fu Chang",8863,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
423,5,16:20,4:20,GPS-Net: Graph Property Sensing Network for Scene Graph Generation,"Xin Lin, Changxing Ding, Jinquan Zeng, Dacheng Tao",2169,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
424,6,16:25,4:25,End-to-End Optimization of Scene Layout,"Andrew Luo, Zhoutong Zhang, Jiajun Wu, Joshua B. Tenenbaum",8495,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
425,7,16:30,4:30,Unsupervised Intra-Domain Adaptation for Semantic Segmentation Through Self-Supervision,"Fei Pan, Inkyu Shin, Francois Rameau, Seokju Lee, In So Kweon",10193,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
426,8,16:35,4:35,Dual Super-Resolution Learning for Semantic Segmentation,"Li Wang, Dong Li, Yousong Zhu, Lu Tian, Yi Shan",5617,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
427,9,16:40,4:40,Self-Supervised Scene De-Occlusion,"Xiaohang Zhan, Xingang Pan, Bo Dai, Ziwei Liu, Dahua Lin, Chen Change Loy",2956,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
428,10,16:45,4:45,BANet: Bidirectional Aggregation Network With Occlusion Handling for Panoptic Segmentation,"Yifeng Chen, Guangchen Lin, Songyuan Li, Omar Bourahla, Yiming Wu, Fangfang Wang, Junyi Feng, Mingliang Xu, Xi Li",4777,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4A — Scene Analysis and Understanding
433,11,16:00,4:00,CPR-GCN: Conditional Partial-Residual Graph Convolutional Network in Automated Anatomical Labeling of Coronary Arteries,"Han Yang, Xingjian Zhen, Ying Chi, Lei Zhang, Xian-Sheng Hua",6679,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 1.4B — Medical, Biological and Cell Microscopy"
434,12,16:05,4:05,Cross-View Correspondence Reasoning Based on Bipartite Graph Convolutional Network for Mammogram Mass Detection,"Yuhang Liu, Fandong Zhang, Qianyi Zhang, Siwen Wang, Yizhou Wang, Yizhou Yu",182,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 1.4B — Medical, Biological and Cell Microscopy"
435,13,16:10,4:10,MPM: Joint Representation of Motion and Position Map for Cell Tracking,"Junya Hayashida, Kazuya Nishimura, Ryoma Bise",8899,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 1.4B — Medical, Biological and Cell Microscopy"
436,14,16:15,4:15,Deep Distance Transform for Tubular Structure Segmentation in CT Scans,"Yan Wang, Xu Wei, Fengze Liu, Jieneng Chen, Yuyin Zhou, Wei Shen, Elliot K. Fishman, Alan L. Yuille",2027,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 1.4B — Medical, Biological and Cell Microscopy"
437,15,16:20,4:20,Instance Segmentation of Biological Images Using Harmonic Embeddings,"Victor Kulikov, Victor Lempitsky",9579,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 1.4B — Medical, Biological and Cell Microscopy"
438,16,16:25,4:25,Multi-scale Domain-adversarial Multiple-instance CNN for Cancer Subtype Classification with Unannotated Histopathological Images,"Noriaki Hashimoto, Daisuke Fukushima, Ryoichi Koga, Yusuke Takagi, Kaho Ko, Kei Kohno, Masato Nakaguro, Shigeo Nakamura, Hidekata Hontani, Ichiro Takeuchi",10310,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 1.4B — Medical, Biological and Cell Microscopy"
439,17,16:30,4:30,SOS: Selective Objective Switch for Rapid Immunofluorescence Whole Slide Image Classification,"Sam Maksoud, Kun Zhao, Peter Hobson, Anthony Jennings, Brian C. Lovell",3001,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 1.4B — Medical, Biological and Cell Microscopy"
444,18,16:00,4:00,Task Agnostic Robust Learning on Corrupt Outputs by Correlation-Guided Mixture Density Networks,"Sungjoon Choi, Sanghoon Hong, Kyungjae Lee, Sungbin Lim",8452,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4C — Transfer/Low-Shot/Semi/Unsupervised Learning (1)
445,19,16:05,4:05,METAL: Minimum Effort Temporal Activity Localization in Untrimmed Videos,"Da Zhang, Xiyang Dai, Yuan-Fang Wang",1771,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4C — Transfer/Low-Shot/Semi/Unsupervised Learning (1)
446,20,16:10,4:10,Neural Data Server: A Large-Scale Search Engine for Transfer Learning Data,"Xi Yan, David Acuna, Sanja Fidler",8551,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4C — Transfer/Low-Shot/Semi/Unsupervised Learning (1)
447,21,16:15,4:15,Revisiting Knowledge Distillation via Label Smoothing Regularization,"Li Yuan, Francis EH Tay, Guilin Li, Tao Wang, Jiashi Feng",5261,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4C — Transfer/Low-Shot/Semi/Unsupervised Learning (1)
448,22,16:20,4:20,WCP: Worst-Case Perturbations for Semi-Supervised Deep Learning,"Liheng Zhang, Guo-Jun Qi",5880,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4C — Transfer/Low-Shot/Semi/Unsupervised Learning (1)
449,23,16:25,4:25,DEPARA: Deep Attribution Graph for Deep Knowledge Transferability,"Jie Song, Yixin Chen, Jingwen Ye, Xinchao Wang, Chengchao Shen, Feng Mao, Mingli Song",7560,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4C — Transfer/Low-Shot/Semi/Unsupervised Learning (1)
450,24,16:30,4:30,Conditional Channel Gated Networks for Task-Aware Continual Learning,"Davide Abati, Jakub Tomczak, Tijmen Blankevoort, Simone Calderara, Rita Cucchiara, Babak Ehteshami Bejnordi",2376,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4C — Transfer/Low-Shot/Semi/Unsupervised Learning (1)
451,25,16:35,4:35,Towards Discriminability and Diversity: Batch Nuclear-Norm Maximization Under Label Insufficient Situations,"Shuhao Cui, Shuhui Wang, Junbao Zhuo, Liang Li, Qingming Huang, Qi Tian",593,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600",Session: Oral 1.4C — Transfer/Low-Shot/Semi/Unsupervised Learning (1)
456,26,16:00,4:00,FocalMix: Semi-Supervised Learning for 3D Medical Image Detection,"Dong Wang, Yuan Zhang, Kexin Zhang, Liwei Wang",173,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
457,27,16:00,4:00,Learning 3D Semantic Scene Graphs From 3D Indoor Reconstructions,"Johanna Wald, Helisa Dhamo, Nassir Navab, Federico Tombari",267,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
458,28,16:00,4:00,Self-Supervised Viewpoint Learning From Image Collections,"Siva Karthik Mustikovela, Varun Jampani, Shalini De Mello, Sifei Liu, Umar Iqbal, Carsten Rother, Jan Kautz",322,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
459,29,16:00,4:00,Two-Shot Spatially-Varying BRDF and Shape Estimation,"Mark Boss, Varun Jampani, Kihwan Kim, Hendrik P.A. Lensch, Jan Kautz",457,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
460,30,16:00,4:00,Variational Context-Deformable ConvNets for Indoor Scene Parsing,"Zhitong Xiong, Yuan Yuan, Nianhui Guo, Qi Wang",753,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
461,31,16:00,4:00,Strip Pooling: Rethinking Spatial Pooling for Scene Parsing,"Qibin Hou, Li Zhang, Ming-Ming Cheng, Jiashi Feng",759,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
462,32,16:00,4:00,Few-Shot Object Detection With Attention-RPN and Multi-Relation Detector,"Qi Fan, Wei Zhuo, Chi-Keung Tang, Yu-Wing Tai",928,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
463,33,16:00,4:00,What Can Be Transferred: Unsupervised Domain Adaptation for Endoscopic Lesions Segmentation,"Jiahua Dong, Yang Cong, Gan Sun, Bineng Zhong, Xiaowei Xu",966,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
464,34,16:00,4:00,ADINet: Attribute Driven Incremental Network for Retinal Image Classification,"Qier Meng, Satoh Shin'ichi",978,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
465,35,16:00,4:00,Unsupervised Domain Adaptation With Hierarchical Gradient Synchronization,"Lanqing Hu, Meina Kan, Shiguang Shan, Xilin Chen",1019,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
466,36,16:00,4:00,Deep Grouping Model for Unified Perceptual Parsing,"Zhiheng Li, Wenxuan Bao, Jiayang Zheng, Chenliang Xu",1027,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
467,37,16:00,4:00,Where Am I Looking At? Joint Location and Orientation Estimation by Cross-View Matching,"Yujiao Shi, Xin Yu, Dylan Campbell, Hongdong Li",1032,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
468,38,16:00,4:00,Gum-Net: Unsupervised Geometric Matching for Fast and Accurate 3D Subtomogram Image Alignment and Averaging,"Xiangrui Zeng, Min Xu",1114,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
469,39,16:00,4:00,FDA: Fourier Domain Adaptation for Semantic Segmentation,"Yanchao Yang, Stefano Soatto",1221,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
470,40,16:00,4:00,Foreground-Aware Relation Network for Geospatial Object Segmentation in High Spatial Resolution Remote Sensing Imagery,"Zhuo Zheng, Yanfei Zhong, Junjue Wang, Ailong Ma",1326,"Date: Tuesday, June 16, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Poster 1.4 — Scene Analysis and Understanding; Medical, Biological and Cell Microscopy; Transfer/Low-Shot/Semi/Unsupervised Learning"
